case_id,title,preconditions,steps,expected_result,obtained_result,observations,exec_count,test_status,feature_name,sprint,created_at,module
2-HU4-4,Agregar múltiples productos a la lista de espera,"Hay varios productos marcados como ""No disponibles"".",1) 1. Seleccionar múltiples productos no disponibles. 2) 2. Agregar todos a la lista de espera.,Todos los productos seleccionados se agregan correctamente a la lista.,,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
2-HU4-5,Visualización de productos con detalles técnicos en la lista de espera,Hay productos en la lista de espera.,1) 1. Acceder a la lista de espera. 2) 2. Revisar los detalles de los productos.,"Cada producto muestra detalles técnicos como nombre, descripción, categoría, estado y cantidad.",,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
2-HU4-6,Eliminar productos de la lista de espera por el cliente,Hay productos en la lista de espera del cliente.,1) 1. Acceder a la lista de espera. 2) 2. Seleccionar un producto y eliminarlo.,El producto seleccionado se elimina de la lista correctamente.,,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
2-HU4-7,Interfaz de usuario intuitiva para agregar productos a la lista de espera,El cliente interactúa con la interfaz de lista de espera.,1) 1. Seleccionar un producto. 2) 2. Agregarlo a la lista con pocos clics.,El cliente agrega productos de forma sencilla y sin confusión.,,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
2-HU4-8,Agregar un producto disponible a la lista de espera,Un producto tiene stock disponible.,1) 1. Intentar agregarlo a la lista de espera.,El sistema muestra un mensaje de Warning indicando que no se puede agregar un producto disponible.,,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
2-HU4-9,Visualización de una lista de espera vacía,No hay productos agregados a la lista de espera.,1) 1. Acceder a la sección de lista de espera.,Mostrar un mensaje indicando que no hay productos en la lista de espera.,,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
3-HU4-1,Notificación habilitada al agregar un producto a la lista de espera,El cliente está agregando un producto a la lista de espera.,"1) 1. Seleccionar un producto no disponible. 2) 2. Marcar la opción ""Deseo ser notificado"".",La notificación se habilita correctamente para el cliente.,,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
3-HU4-2,Notificaciones configuradas correctamente para múltiples productos,El cliente selecciona varios productos no disponibles.,1) 1. Seleccionar múltiples productos. 2) 2. Marcar la opción de notificación para todos.,Todos los productos quedan configurados para enviar notificaciones cuando estén disponibles.,,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
3-HU4-3,Actualizar la disponibilidad de un producto y notificar al cliente,Un producto en la lista de espera tiene la opción de notificación habilitada.,"1) 1. Cambiar el estado del producto a ""Disponible"".",El cliente recibe una notificación sobre la disponibilidad del producto.,,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
3-HU4-4,Visualización de mensajes personalizados en las notificaciones,Un cliente recibe notificaciones.,1) 1. Configurar un mensaje personalizado en la notificación. 2) 2. Verificar que el cliente reciba la notificación con el mensaje correcto.,La notificación incluye el mensaje personalizado.,,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
3-HU4-5,Fallo al habilitar notificaciones sin correo registrado,El cliente no tiene un correo asociado a su cuenta.,1) 1. Intentar habilitar notificaciones para un producto en la lista de espera.,Mostrar un mensaje de error indicando que no es posible habilitar notificaciones sin un correo válido.,,,1,El componente no esta listo,Inventario producto no disponible,2,2025-01-07,General	
2. HU 4896-1,Visualizar productos relacionados,,1) 1. LogIn en el portal Metaldon. 2) 2. Seleccionar un cliente con su proyecto correspondiente. 3) 3. Clic en la opción de menú Cotizacion. 4) 4. Seleccionar un producto para cotizar.,"Al seleccionar un producto para cotizar, en la parte inferior de la página debe salir un apartado llamado ""Productos Relacionados"" donde debe mostrar los otros productos del mismo segmento y permitir al usuario selecionar cualquiera de ellos.",,,1,No se ejecutó ,Productos relacionados,7,2025-04-01,Cotizacion	
2. HU 4896-2,Seleccionar un producto relacionado,,"1) 1. De los productos listados como relacionados al producto seleccionado inicialmente, seleccionar uno de ellos dando clic en su descripcion.","El nuevo producto seleccionado, debe mostrar sus especificaciones, calibre, dimensiones y el producto anterior debe pasar a la lista inferio en el apartado ""Productos Relacionados""",,,1,No se ejecutó ,Productos relacionados,7,2025-04-01,Cotizacion	
3-HU1-1,Visualización de las opciones de entrega,Haberse logueado en el portal clientes y accedido a la opción de cotizaciones,"1) 2. Visualizar la opción de ""Agregar al carrito"". 2) 3. Seleccionar productos y agregarlos al carrito. 3) 4. Ingresar a los detalles del carrito y acceder al paso de condición de entrega. 4) 5. Verificar que se muestren las opciones ""Retirar en planta"" y ""Enviar a dirección"".",Ambas opciones son visibles.,Ambas opciones son visibles.,,1,Ejecución exitosa,Definir condición de entrega: Retirar en planta,3,2025-01-15,General	
3-HU1-2,"Selección de ""Retirar en planta"" y visualización de dirección",Haberse logueado en el portal clientes y accedido a la opción de cotizaciones,"1) 2. Visualizar la opción de ""Agregar al carrito"". 2) 3. Seleccionar productos y agregarlos al carrito. 3) 4. Ingresar a los detalles del carrito y acceder al paso de condición de entrega. 4) 5. Seleccionar la opción ""Retirar en planta"". 5) 6. Validar que al seleccionar ""Retirar en planta"" se muestre la dirección de la planta correspondiente.",Se muestra la dirección de la planta.,Se muestra la dirección de la planta.,,1,Ejecución exitosa,Definir condición de entrega: Retirar en planta,3,2025-01-15,General	
3-HU1-3,"Selección de ""Enviar a dirección""",Haberse logueado en el portal clientes y accedido a la opción de cotizaciones,"1) 2. Visualizar la opción de ""Agregar al carrito"". 2) 3. Seleccionar productos y agregarlos al carrito. 3) 4. Ingresar a los detalles del carrito y acceder al paso de condición de entrega. 4) 5. Seleccionar la opción ""Enviar a dirección"". 5) 6. Comprobar que al seleccionar ""Enviar a dirección"", el sistema no muestre la dirección de la planta y permita continuar con el flujo.",La opción se selecciona correctamente y el flujo continúa.,La opción se selecciona correctamente y el flujo continúa.,,1,Ejecución exitosa,Definir condición de entrega: Retirar en planta,3,2025-01-15,General	
3-HU1-4,"Visualización de la nota informativa al seleccionar ""Retirar en planta""",Haberse logueado en el portal clientes y accedido a la opción de cotizaciones,"1) 2. Visualizar la opción de ""Agregar al carrito"". 2) 3. Seleccionar productos y agregarlos al carrito. 3) 4. Ingresar a los detalles del carrito y acceder al paso de condición de entrega. 4) 5. Seleccionar la opción ""Retirar en planta"". 5) 6. Verificar que al seleccionar ""Retirar en planta"" aparezca la nota indicando que el asesor comercial contactará al cliente para coordinar el día y la hora del retiro.",La nota informativa se muestra correctamente.,La nota informativa se muestra correctamente.,,1,Ejecución exitosa,Definir condición de entrega: Retirar en planta,3,2025-01-15,General	
3-HU1-5,Verificación del nombre del segundo paso del stepper,Haberse logueado en el portal clientes y accedido a la opción de cotizaciones,"1) 2. Visualizar la opción de ""Agregar al carrito"". 2) 3. Seleccionar productos y agregarlos al carrito. 3) 4. Ingresar a los detalles del carrito. 4) 5. Navegar al segundo paso del proceso. 5) 6. Comprobar que el segundo paso del stepper se llame ""Condicion de entrega"".","El nombre del paso es ""Condicion de entrega"".","El nombre del paso es ""Condicion de entrega"".",,1,Ejecución exitosa,Definir condición de entrega: Retirar en planta,3,2025-01-15,General	
3-HU2-1,Visualización de direcciones registradas,Estar en el componente de Detalle del Carrito,"1) 1. Acceder al paso de ""Condición de entrega"". 2) 2. Seleccionar la opción ""Enviar a Dirección"". 3) 3. Revisar el listado de direcciones disponibles.","Se muestra el listado completo de direcciones registradas en el perfil del cliente, incluyendo la información de proyecto, sector, provincia, dirección, correo, y teléfono de contacto.","Se muestra el listado completo de direcciones registradas en el perfil del cliente, incluyendo la información de proyecto, sector, provincia, dirección, correo, y teléfono de contacto.",,1,Ejecución exitosa,Definir condición de entrega: Enviar a dirección,3,2025-01-15,General	
3-HU2-2,Visualización de dirección principal predeterminada,Estar en el componente de Detalle del Carrito,"1) 1. Acceder al paso de ""Condición de entrega"". 2) 2. Seleccionar la opción ""Enviar a Dirección"".",La dirección principal o la más utilizada aparece como la primera opción en el listado.,,,1,Ejecución exitosa,Definir condición de entrega: Enviar a dirección,3,2025-01-15,General	
3-HU2-3,Restricción para agregar o editar direcciones,Estar en el componente de Detalle del Carrito,"1) 1. Acceder al paso de ""Condición de entrega"". 2) 2. Seleccionar la opción ""Enviar a Dirección"". 3) 3. Intentar agregar o editar una dirección desde esta pantalla.",No se permite agregar ni editar direcciones. La pantalla solo muestra las direcciones existentes.,No se permite agregar ni editar direcciones. La pantalla solo muestra las direcciones existentes.,,1,Ejecución exitosa,Definir condición de entrega: Enviar a dirección,3,2025-01-15,General	
3-HU2-4,Visualización completa de información de direcciones,Estar en el componente de Detalle del Carrito,"1) 1. Acceder al paso de ""Condición de entrega"". 2) 2. Seleccionar la opción ""Enviar a Dirección"". 3) 3. Revisar los datos de cada dirección del listado.","Cada dirección muestra de manera completa y precisa la información de proyecto, sector, provincia, dirección, correo, y teléfono de contacto, tal como están registradas.",,,1,Ejecución exitosa,Definir condición de entrega: Enviar a dirección,3,2025-01-15,General	
3-HU2-5,Mensaje de advertencia al no tener direcciones registradas,Estar en el componente de Detalle del Carrito,"1) 1. Acceder al paso de ""Condición de entrega"". 2) 2. Seleccionar la opción ""Enviar a Dirección"".",Se muestra un mensaje indicando que no hay direcciones disponibles y sugiere agregar una dirección en el perfil del cliente.,,,0,No se ejecutó ,Definir condición de entrega: Enviar a dirección,3,2025-01-15,General	
3-HU2-6,Validación de información incompleta,Estar en el componente de Detalle del Carrito,"1) 1. Acceder al paso de ""Condición de entrega"". 2) 2. Seleccionar la opción ""Enviar a Dirección"". 3) 3. Revisar las direcciones del listado.",Se muestra un mensaje indicando que una o más direcciones tienen información incompleta.,,,0,No se ejecutó ,Definir condición de entrega: Enviar a dirección,3,2025-01-15,General	
3-HU2-7,"El botón ""Enviar a Dirección"" no despliega el listado",Estar en el componente de Detalle del Carrito,"1) 1. Acceder al paso de ""Condición de entrega"". 2) 2. Seleccionar la opción ""Enviar a Dirección"".",Se muestra un mensaje indicando que el listado no pudo ser cargado correctamente.,,,0,No se ejecutó ,Definir condición de entrega: Enviar a dirección,3,2025-01-15,General	
3-HU2-8,Visualización de proyectos asociados,Estar autenticado en el portal de clientes.,"1) 1. Acceder al componente de ""Proyectos Asociados"" desde el portal de clientes. 2) 2. Revisar el listado de proyectos mostrados. 3) 3. Validar que los proyectos visualizados coincidan con los registrados en las cotizaciones del cliente.","Se muestra el listado completo de proyectos asociados al cliente, coincidiendo exactamente con los proyectos registrados en las cotizaciones.","Se muestra el listado completo de proyectos asociados al cliente, coincidiendo exactamente con los proyectos registrados en las cotizaciones.",,1,Ejecución exitosa,Definir condición de entrega: Enviar a dirección,3,2025-01-15,General	
3-HU2-9,"Comportamiento del botón ""Seleccionar Direcciones"" con una sola dirección registrada",El cliente debe tener una sola dirección registrada en su perfil.,"1) 1. Acceder al componente ""Condición de Entrega"" en el portal de clientes. 2) 2. Seleccionar la opción ""Enviar a Dirección"". 3) 3. Validar el estado del botón ""Seleccionar Direcciones"".","El botón ""Seleccionar Direcciones"" debe estar deshabilitado si solo hay una dirección registrada.y no debe desplegarse un listado de direcciones en este caso.",,,1,Ejecución exitosa,Definir condición de entrega: Enviar a dirección,3,2025-01-15,General	
3-HU2-10,Visualización de direcciones asociadas al proyecto o cliente seleccionado,"Estar autenticado en el portal de clientes.	
Tener al menos un proyecto o cliente seleccionado en el sistema.","1) 1, Acceder al componente ""Condición de Entrega"" en el portal de clientes. 2) 2. Validar que se muestren únicamente las direcciones asociadas al proyecto o cliente seleccionado.","Solo se muestran las direcciones asociadas al proyecto seleccionado. Si la selección es por cliente, se muestran únicamente las direcciones asociadas al cliente correspondiente.",Solo se muestran las direcciones asociadas al proyecto y al cliente seleccionado.,,1,Ejecución exitosa,Definir condición de entrega: Enviar a dirección,3,2025-01-15,General	
3-HU3-1,Detalles completos de productos en el resumen,Estar en el componente de Detalle del Carrito,"1) 1. Acceder al paso ""Resumen de la cotización"". 2) 2. Revisar la lista de productos mostrada..","La lista incluye todos los productos seleccionados, mostrando la imagen, nombre, cantidad, precio unitario y precio total por producto.",,,0,No se ejecutó ,Visualizar resumen de la cotización,3,2025-01-16,General	
3-HU3-2,Cálculo correcto del total en el resumen,Estar en el componente de Detalle del Carrito,"1) 1. Acceder al paso ""Resumen de la cotización"". 2) 2. Verificar la suma total de los precios y los impuestos.",La suma total refleja correctamente la adición de los precios de los productos e impuestos.,,,0,No se ejecutó ,Visualizar resumen de la cotización,3,2025-01-16,General	
4-HU1-1,Verificación del envío de correo al vendedor y soporte al generar una cotización,Tener productos en el carrito,1) 1. Generar una cotización como cliente en el sistema. 2) 2. Validar que se envíe un correo a ventas@metaldom.com para al correo del vendedor y del soporte.,"El correo es enviado correctamente a ventas@metaldom.com, notificando al vendedor y soporte sobre la generación de la cotización.",,,2,No se ejecutó ,Enviar una notificación al vendedor,4,2025-01-28,General	
4-HU1-2,Validación del contenido del correo enviado,,"1) 1. Generar una cotización como cliente. 2) 2. Revisar el contenido del correo enviado. 3) 3. Validar que el correo incluya. 4) Título: ""NUEVA COTIZACIÓN"". 5) Información personalizada (#Nombre Vendedor / Soporte#, #NombreCliente#, #IDCotización#). 6) Mensaje solicitando atención especial.",El correo contiene la información requerida con los campos personalizados según la plantilla proporcionada.,,,0,No se ejecutó ,Enviar una notificación al vendedor,4,2025-01-28,General	
4-HU1-3,Verificación de la inclusión del documento de cotización como adjunto,,1) 1. Generar una cotización como cliente. 2) 2. Validar que el correo enviado contiene el documento de cotización como archivo adjunto.,El documento de la cotización se adjunta correctamente al correo y es accesible para el destinatario.,,,0,No se ejecutó ,Enviar una notificación al vendedor,4,2025-01-28,General	
4-HU1-4,Verificación del manejo de errores en el envío del correo,,1) 1. Simular una falla en el sistema de envío de correos (desconexión o error de configuración). 2) 2. Generar una cotización como cliente. 3) 3. Validar el comportamiento del sistema ante la falla.,El sistema registra el error en un log y muestra un mensaje informativo en el sistema interno indicando que la notificación está pendiente de envío.,,,0,No se ejecutó ,Enviar una notificación al vendedor,4,2025-01-28,General	
4-HU1-5,Validación de no duplicación de correos por la misma cotización (El # de pedido es diferente),,1) 1. Generar una cotización como cliente. 2) 2. Intentar regenerar la misma notificación para la cotización. 3) 3. Validar que solo se envíe un correo por cotización generada.,"Se envía solo un correo por cotización generada (No puede haber 2 números de pedidos iguales), sin duplicaciones al vendedor y al soporte",,,0,No se ejecutó ,Enviar una notificación al vendedor,4,2025-01-28,General	
4-HU1-6,Verificación del flujo completo de generación de cotización y notificación,,"1) 1. Generar una cotización como cliente en el sistema. 2) 2. Validar que se envíe un correo con el mensaje, destinatarios y adjunto correctamente.","El flujo completo desde la generación de la cotización hasta la notificación se ejecuta correctamente, incluyendo el envío del correo con los datos correspondientes.",,,0,No se ejecutó ,Enviar una notificación al vendedor,4,2025-01-28,General	
4-HU1-7,Verificación del tiempo de recepción del correo por parte del soporte y vendedor,,1) 1. Generar una cotización como cliente en el sistema. 2) 2. Validar que el correo se envía a ventas@metaldom.com con el vendedor y soporte como destinatarios. 3) 3. Simular la recepción del correo en dos cuentas distintas. 4) Soporte. 5) Vendedor. 6) 4. Medir el tiempo transcurrido desde la generación de la cotización hasta la recepción del correo en cada cuenta. 7) 5. Comparar los tiempos obtenidos con los tiempos esperados.,"- El correo es recibido en un tiempo máximo de 2 minutos en cada cuenta.	
- El contenido del correo debe coincidir con la plantilla proporcionada, incluyendo el documento adjunto.",,,0,No se ejecutó ,Enviar una notificación al vendedor,4,2025-01-28,General	
4-HU3-1,"Verificación de la visualización de la categoría ""Corte y Figurado"" en la sección de servicios (Va a aparecer como una categoria de producto)",,"1) 1. Iniciar sesión como cliente. 2) 2. Acceder a la sección exclusiva de servicios o la que muestra todas las categorias. 3) 3. Validar que la categoría ""Corte y Figurado"" está visible.","La categoría ""Corte y Figurado"" se muestra correctamente en la sección exclusiva de servicios y en la seccion que muestra todas las categorias",,,1,No se ejecutó ,Incluir Categoría del Servicio de corte y figurado,4,2025-01-28,General	
4-HU3-2,"Validación de la información del servicio ""Corte y Figurado""",,"1) 1. Acceder a la categoría ""Corte y Figurado"". 2) 2. Revisar la información presentada del servicio.","Se presenta la información completa del servicio, incluyendo detalles relevantes, El Link de Go Rebar y el video comercial.",,,1,No se ejecutó ,Incluir Categoría del Servicio de corte y figurado,4,2025-01-28,General	
4-HU3-3,Verificación del video comercial del servicio,,"1) 1. Acceder a la categoría ""Corte y Figurado"". 2) 2. Reproducir el video comercial.",El video comercial se reproduce correctamente dentro de la sección de la categoría.,,,1,No se ejecutó ,Incluir Categoría del Servicio de corte y figurado,4,2025-01-28,General	
4-HU3-4,"Validación del enlace a GO Rebar desde la categoría ""Corte y Figurado""",,"1) 1. Acceder a la categoría ""Corte y Figurado"". 2) 2. Hacer clic en el enlace a GO Rebar. 3) 3. Validar que se abre una pestaña nueva y se redirige al sitio correcto. Se solicita inicio de sesión en el caso de que no se haya logueado.",se abre una pestaña nueva y se redirige al sitio correcto. Se solicita inicio de sesión en el caso de que no se haya logueado,,,1,No se ejecutó ,Incluir Categoría del Servicio de corte y figurado,4,2025-01-28,General	
4-HU3-1,Verificación del recuadro para ingresar el código de cartilla,,"1) 1. Acceder al módulo de cotización como cliente. 2) 2. Localizar el recuadro para ingresar el código de cartilla. 3) 3. Validar que el recuadro incluye el mensaje ""Cod. Cartilla"".",El recuadro para ingresar el código de cartilla es visible y contiene el mensaje correspondiente.,,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Código de Cartilla,4,2025-01-29,General	
4-HU3-2,Validación del mensaje cuando la cartilla no está validada en ASA,,1) 1. Ingresar un código de cartilla no validado en ASA. 2) 2. Validar que el sistema muestra un mensaje indicando que la solicitud está en proceso de validación.,El sistema muestra una nota indicando que la solicitud está en proceso de validación.,,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Código de Cartilla,4,2025-01-29,General	
4-HU3-3,"Validación de la transcripción de diámetros y kilogramos requeridos al ingresar un código válido	
(Solicitar codigo de cartilla para las pruebas)",,1) 1. Ingresar un código de cartilla válido en el recuadro proporcionado. 2) 2. Validar que el sistema trae correctamente la información de diámetros y kilogramos requeridos para la cotización.,La información de diámetros y kilogramos se transcribe correctamente al sistema para fines de cotización.,,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Código de Cartilla,4,2025-01-29,General	
4-HU3-4,Verificación de la funcionalidad para agregar múltiples cartillas a la cotización,,1) 1. Ingresar varios códigos de cartilla válidos. 2) 2. Agregar cada cartilla a la canasta de cotización. 3) 3. Validar que todas las cartillas se reflejen correctamente en la canasta.,"El cliente puede agregar múltiples cartillas a la canasta de cotización, y todas se reflejan correctamente.",,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Código de Cartilla,4,2025-01-29,General	
4-HU3-5,Validación del cuadro informativo con estimación de diametros y pesos (Esta informacion la esta armando Duneska) (Hablar si este caso de prueba se debe ir para La HU de Precio estimado),,1) 1. Ingresar a la categoria de Corte y Figurado. 2) 2. Validar que se presenta un cuadro informativo para que el cliente tenga una idea del peso a introducir en el modulo de consulta.,Se presenta un cuadro informativo para que el cliente tenga una idea del peso que puede introducir en el modulo de consulta.,,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Código de Cartilla,4,2025-01-29,General	
4-HU3-6,Validación de la visualización de información de la cartilla después de la aprobación en ASA,,1) 1. Ingresar un código de cartilla válido en el recuadro correspondiente. 2) 2. Validar que la información de la cartilla no se refleje hasta que la validación en ASA esté completa. 3) 3. Completar la validación en ASA para la cartilla ingresada. 4) 4. Verificar que la información de diámetros y kilogramos se muestre correctamente después de la validación.,"- Antes de la validación en ASA, el sistema muestra una nota al cliente indicando que su solicitud está en proceso de validación.	
- Una vez que se completa la validación en ASA, el sistema refleja la información de la cartilla, incluyendo diámetros y kilogramos, para fines de cotización.",,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Código de Cartilla,4,2025-01-29,General	
4-HU4-1,Verificación de la selección del diámetro en la cotización,,"1) 1. Iniciar sesión como cliente. 2) 2. Acceder a la funcionalidad de cotización de ""Corte y Figurado"". 3) 3. Validar que se muestre una lista de diámetros disponibles. 4) 4. Seleccionar un diámetro para cotización.",El cliente puede visualizar y seleccionar correctamente el diámetro deseado para la cotización.,,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Precio estimado,4,2025-01-29,General	
4-HU4-2,Validación del ingreso de toneladas con valores decimales,,"1) 1. Seleccionar un diámetro para cotización. 2) 2. Ingresar la cantidad de peso requeridas, incluyendo valores con decimales (ej. 1.5, 2.75). 3) 3. Validar que el sistema acepte el formato decimal y realice los cálculos sin errores.",El sistema permite el ingreso de valores decimales y muestra el cálculo de la cotización sin errores.,,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Precio estimado,4,2025-01-29,General	
4-HU4-3,Aplicación del precio según la jerarquización del cliente,,1) 1. Iniciar sesión con un usuario con diferente nivel de jerarquización. 2) 2. Ingresar una cotización con las mismas especificaciones (diámetro y toneladas). 3) 3. Validar que el precio varía según la jerarquización del cliente.,El sistema aplica el precio correcto en función de la jerarquización del cliente.,,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Precio estimado,4,2025-01-29,General	
4-HU4-4,Creación de una estimación personalizada,,1) 1. Ingresar una consulta de precio seleccionando diámetro y cantidad de toneladas. 2) 2. Validar que el sistema permita modificar los valores ingresados en la consulta de precio. 3) 3. Confirmar que el sistema refleje los cambios y genere una estimación personalizada.,"El cliente puede modificar los valores antes de generar la consulta de precios, permitiendo una estimación personalizada.",,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Precio estimado,4,2025-01-29,General	
4-HU4-5,Validación del cálculo correcto del precio en función de la cantidad de toneladas,,"1) 1. Ingresar una cotización seleccionando un diámetro específico. 2) 2. Ingresar diferentes cantidades de toneladas en formato decimal (ej. 0.5, 1.0, 2.5). 3) 3. Validar que el sistema calcula correctamente el precio en función de la cantidad ingresada.",El sistema realiza el cálculo correcto del precio multiplicando la cantidad de toneladas ingresadas por el precio correspondiente.,,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Precio estimado,4,2025-01-29,General	
4-HU4-6,Validación de la conversión de unidades en la cotización,,1) 1. Ingresar una cotización con toneladas en formato decimal. 2) 2. Validar que el sistema muestra la conversión correcta de kg a toneladas o viceversa según la configuración del usuario.,El sistema convierte correctamente los valores ingresados y muestra las unidades según el formato esperado (kg o toneladas).,,,1,No se ejecutó ,Generar cotización de Corte y Figurado - Precio estimado,4,2025-01-29,General	
4-HU5-1,Verificación de la disponibilidad del formulario en la categoría Corte y Figurado,,1) 1. Iniciar sesión como cliente. 2) 2. Acceder a la categoría de servicio Corte y Figurado. 3) 3. Validar que el formulario esté disponible y accesible.,El formulario se encuentra disponible dentro de la categoría Corte y Figurado y puede ser completado por el cliente.,,,1,No se ejecutó ,Crear formulario para solicitud de Corte y Figurado,4,2025-01-30,General	
4-HU5-2,Verificación de la carga automática de datos del sistema en el formulario,,1) 1. Acceder al formulario en la categoría Corte y Figurado. 2) 2. Validar que los siguientes datos se llenan automáticamente sin necesidad de ingreso manual. 3) Nombre del negocio o proyecto seleccionado. 4) RNC. 5) Código del cliente. 6) Fecha.,Los campos automáticos del formulario se llenan correctamente con la información del sistema.,,,1,No se ejecutó ,Crear formulario para solicitud de Corte y Figurado,4,2025-01-30,General	
4-HU5-3,Validación del llenado del formulario por parte del cliente,,1) 1. Acceder al formulario en la categoría Corte y Figurado. 2) 2. Completar todos los campos obligatorios con información válida. 3) 3. Enviar el formulario. 4) 4. Validar que el sistema no muestra errores y permite completar la solicitud.,"El cliente puede completar y enviar el formulario sin inconvenientes, siempre que los datos ingresados sean correctos.",,,1,No se ejecutó ,Crear formulario para solicitud de Corte y Figurado,4,2025-01-30,General	
4-HU5-4,Validación del envío del correo al equipo de Corte y Figurado,,1) 1. Completar el formulario con información válida. 2) 2. Enviar el formulario. 3) 3. Validar que el correo se envía al equipo de Corte y Figurado con los datos correctos.,El correo se envía correctamente con toda la información proporcionada en el formulario.,,,1,No se ejecutó ,Crear formulario para solicitud de Corte y Figurado,4,2025-01-30,General	
4-HU5-5,Confirmación de que el formulario puede enviarse sin generar una cotización,,1) 1. Acceder al formulario en la categoría Corte y Figurado. 2) 2. Completar el formulario sin generar una cotización. 3) 3. Enviar la solicitud. 4) 4. Validar que el sistema permite enviar el formulario sin requerir una cotización previa.,El cliente puede enviar el formulario sin necesidad de generar una cotización.,,,1,No se ejecutó ,Crear formulario para solicitud de Corte y Figurado,4,2025-01-30,General	
4-HU5-6,Manejo de errores en el formulario cuando se dejan campos obligatorios vacíos,,1) 1. Acceder al formulario en la categoría Corte y Figurado. 2) 2. Completar solo algunos de los campos obligatorios. 3) 3. Intentar enviar la solicitud. 4) 4. Validar que el sistema muestra un mensaje de error indicando los campos faltantes.,El sistema impide el envío del formulario y muestra un mensaje indicando qué campos deben ser completados.,,,1,No se ejecutó ,Crear formulario para solicitud de Corte y Figurado,4,2025-01-30,General	
"5-HU1-1,Generación de documento PDF con segmentación de productos,,1) 1. Generar cotización con productos de diferentes cartillas. 2) 2. Enviar solicitud al backend para generación del PDF. 3) 3. Descargar y visualizar el PDF generado.,El PDF debe mostrar los productos segmentados correctamente por cartilla.,,,0,Pendiente	,Generar documento PDF de cotización Corte y Figurado,5,2025-02-11,General"	
"5-HU1-2,Visualización de los ítems cotizados por cartilla,,1) 1. Generar cotización con múltiples ítems en diferentes cartillas. 2) 2. Solicitar la generación del PDF. 3) 3. Verificar que los ítems están agrupados por cartilla.,El PDF debe mostrar los ítems organizados correctamente por cartilla.,,,0,Pendiente	,Generar documento PDF de cotización Corte y Figurado,5,2025-02-11,General"	
"5-HU1-3,Validación del cálculo de subtotales por segmentación,,1) 1. Generar cotización con productos de distintas cartillas. 2) 2. Solicitar la generación del PDF. 3) 3. Revisar los subtotales en el documento generado.,Cada segmentación debe tener su respectivo subtotal correctamente calculado.,,,0,Pendiente	,Generar documento PDF de cotización Corte y Figurado,5,2025-02-11,General"	
"5-HU1-4,Generación del documento PDF con el diseño de cotización,,1) 1. Generar cotización y solicitar el PDF. 2) 2. Descargar y abrir el PDF. 3) 3. Comparar el diseño con el formato estándar de cotización.,El documento debe tener el mismo diseño de cotización previamente establecido.,,,0,Pendiente	,Generar documento PDF de cotización Corte y Figurado,5,2025-02-11,General"	
"5-HU1-5,Cálculo correcto del ITBIS (18%),,1) 1. Generar cotización con montos sujetos a ITBIS. 2) 2. Solicitar generación del PDF. 3) 3. Verificar que el ITBIS sea el 18% de los montos aplicables.,El PDF debe reflejar el cálculo correcto del ITBIS.,,,1,Pendiente	,Generar documento PDF de cotización Corte y Figurado,5,2025-02-11,General"	
"5-HU1-6,Adaptación de la cotización para familias y servicio CyF,,1) 1. Generar cotización con productos de diferentes familias y servicio de Corte y Figurado. 2) 2. Solicitar la generación del PDF. 3) 3. Verificar que la segmentación y presentación en el PDF sea correcta.,El PDF debe incluir los productos y servicios organizados correctamente por prductos y servicio.,,,1,Pendiente	,Generar documento PDF de cotización Corte y Figurado,5,2025-02-11,General"	
"5-HU1-7,Visualización de montos en cada columna (subtotal por producto y servicio),,1) 1. Generar cotización con productos y servicios. 2) 2. Solicitar la generación del PDF. 3) 3. Revisar que los montos se reflejen en las columnas correspondientes.,El PDF debe mostrar correctamente los subtotales de productos y servicios en sus respectivas columnas.,,,1,Pendiente	,Generar documento PDF de cotización Corte y Figurado,5,2025-02-11,General"	
